example_input.csv
Day Number,Date,Off-bout Count (DN),Mean Off Duration (DN),Off Dur StDev (DN),Mean Off Temp Drop (DN),Off Drop StDev (DN),Mean Off-Bout Temp (DN),Off-Bout Time Sum (DN),On-bout Count (DN),Mean On Duration (DN),On Dur StDev (DN),Mean On Temp Rise (DN),On Rise StDev (DN),Mean On-Bout Temp (DN),On-Bout Time Sum (DN),Time above 30 (minutes),Time below 26 (minutes),Vertices Dropped (DN),Mean Daytime Egg Temp,Day Egg Temp StDev,Median Daytime Egg Temp,Min Daytime Egg Temp,Max Daytime Egg Temp,Mean Nighttime Egg Temp,Night Egg Temp StDev,Median Nighttime Egg Temp,Min Nighttime Egg Temp,Max Nighttime Egg Temp,Mean Egg Temp (DN),Egg Temp StDev (DN),Median Egg Temp (DN),Min Egg Temp (DN),Max Egg Temp (DN),Mean Air Temp (DN),Air Temp StDev (DN),Min Air Temp (DN),Max Air Temp (DN),
1 (Partial),04/21/2018,25,17.56,13.2,-0.976,0.877,32.235,439.0,26,14.5,11.96,1.368,2.509,32.01,377.0,794.5,18.5,4,32.511,2.275,32.949,18.247,34.783,31.054,0.947,30.672,29.916,32.639,32.101,2.098,32.484,18.247,34.783,25.811,4.266,17.106,30.091,
2 (Full),04/22/2018,45,17.58,14.46,-1.062,1.084,30.84,791.0,44,13.98,9.12,1.09,1.177,31.012,615.0,897.0,0.0,9,31.596,1.602,31.97,27.554,34.255,30.127,1.029,29.765,28.369,32.975,30.923,1.553,30.849,27.554,34.255,19.748,5.036,13.497,27.751,
3 (Full),04/23/2018,49,14.44,12.07,-1.293,1.482,30.767,707.5,50,13.77,7.47,1.237,1.382,31.051,688.5,1255.0,0.0,6,31.123,1.518,31.331,26.231,33.443,30.66,0.358,30.697,29.54,31.484,30.911,1.166,30.798,26.231,33.443,17.342,3.081,12.05,22.106,
4 (Full),04/24/2018,57,12.01,7.58,-1.09,1.362,29.877,684.5,56,12.33,8.12,1.094,1.378,30.153,690.5,711.5,23.5,3,30.416,1.884,30.748,24.388,33.053,29.54,0.986,29.389,27.825,31.765,30.015,1.599,29.966,24.388,33.053,14.127,5.378,6.433,21.294,
5 (Full),04/25/2018,64,10.32,6.89,-0.976,1.447,30.092,660.5,65,11.01,7.9,0.948,1.33,30.358,715.5,834.5,4.5,9,30.555,1.411,30.925,25.428,32.484,29.848,0.642,29.752,28.493,31.103,30.231,1.179,30.243,25.428,32.484,13.094,2.918,8.27,17.011,
6 (Full),04/26/2018,57,11.09,7.31,-1.353,1.507,29.802,632.0,56,13.52,8.78,1.345,1.579,30.084,757.0,695.0,27.0,11,30.242,1.833,30.571,24.171,33.001,29.617,0.86,29.414,26.72,31.612,29.955,1.502,29.916,24.171,33.001,11.557,5.136,4.063,18.461,
7 (Full),04/27/2018,62,10.02,7.52,-1.28,1.603,30.421,621.5,62,12.1,7.88,1.275,1.499,30.587,750.5,780.0,7.5,13,30.865,1.777,31.052,25.016,33.495,30.093,1.172,29.515,28.122,31.996,30.511,1.577,30.495,25.016,33.495,11.675,4.831,4.973,17.938,
8 (Full),04/28/2018,67,9.18,5.08,-1.22,1.518,30.854,615.0,68,11.19,7.5,1.171,1.465,30.923,761.0,1239.5,0.0,10,30.917,1.249,31.255,26.134,32.768,30.863,0.478,30.862,29.59,31.842,30.892,0.975,31.026,26.134,32.768,11.407,2.475,7.569,15.175,
9 (Full),04/29/2018,67,9.43,6.37,-1.152,1.466,30.339,631.5,67,11.07,7.81,1.165,1.356,30.27,742.0,1068.0,3.0,16,29.993,1.287,30.343,25.817,32.458,30.668,0.52,30.596,29.665,32.304,30.302,1.065,30.495,25.817,32.458,11.661,1.444,9.805,14.768,
10 (Full),04/30/2018,79,8.72,5.64,-1.524,1.714,30.761,689.0,78,8.62,5.56,1.517,1.598,30.699,672.0,1098.5,9.5,19,30.078,1.646,30.243,24.484,33.6,31.502,0.771,31.357,29.84,33.626,30.731,1.498,30.976,24.484,33.626,10.037,1.944,7.268,13.473,
--,ALL DATA,572,11.31,8.82,-1.217,1.471,30.549,6471.5,572,11.83,8.09,1.221,1.497,30.641,6769.0,9373.5,93.5,100,30.793,1.799,31.001,18.247,34.783,30.352,1.014,30.469,26.72,33.626,30.596,1.515,30.697,18.247,34.783,14.172,5.698,4.063,30.091,


Individual Bout Stats
Date,Bout Type,Start Time,End Time,Start Data Point,End Data Point,Duration (min),Egg Temp Change,Start Egg Temp,End Egg Temp,Mean Egg Temp, Egg Temp StDev,Start Air Temp, End Air Temp, Mean Air Temp, Air Temp StDev
,off,17:53,18:03,15373,15394,10.5,-2.3919999999999995,32.433,30.041,31.327,0.854,17.605,17.51,17.671,0.08
,on,18:04,18:29,15395,15445,25.0,2.4709999999999965,30.091,32.562,31.84,0.747,17.51,17.463,17.486,0.039
,off,18:29,18:31,15446,15450,2.0,-0.02599999999999625,32.562,32.536,32.546,0.014,17.463,17.51,17.486,0.024
,on,18:32,18:34,15451,15456,2.5,0.15500000000000114,32.536,32.691,32.601,0.058,17.51,17.463,17.478,0.019
,off,18:35,18:46,15457,15480,11.5,-3.227000000000004,32.691,29.464,31.098,1.092,17.51,17.368,17.436,0.071
,on,18:47,19:10,15481,15527,23.0,2.6599999999999966,29.515,32.175,31.193,0.754,17.368,17.177,17.262,0.072
,off,19:10,19:22,15528,15552,12.0,-3.134999999999998,32.175,29.04,30.777,1.079,17.177,17.082,17.187,0.044
,on,19:23,19:49,15553,15605,26.0,2.958000000000002,29.115,32.073,31.03,0.866,17.082,16.796,16.922,0.089
,off,19:49,20:01,15606,15629,11.5,-2.4579999999999984,32.098,29.64,31.077,0.88,16.796,16.773,16.842,0.031
,on,20:01,20:22,15630,15671,20.5,1.9209999999999994,29.665,31.586,30.837,0.603,16.773,16.272,16.538,0.149
,off,20:22,20:31,15672,15689,8.5,-0.3569999999999993,31.612,31.255,31.401,0.098,16.272,16.129,16.225,0.056
,on,20:31,20:39,15690,15706,8.0,0.20400000000000063,31.255,31.459,31.358,0.069,16.106,15.891,15.991,0.068
,off,20:40,20:58,15707,15743,18.0,-0.559000000000001,31.484,30.925,31.098,0.15,15.891,15.461,15.668,0.128
,on,20:58,21:01,15744,15749,2.5,0.07600000000000051,30.95,31.026,31.001,0.032,15.461,15.39,15.426,0.025
,off,21:01,21:04,15750,15755,2.5,-0.07600000000000051,31.052,30.976,31.001,0.032,15.366,15.318,15.346,0.018
,on,21:04,21:15,15756,15777,10.5,0.2799999999999976,31.001,31.281,31.166,0.097,15.294,14.936,15.121,0.113
,off,21:15,21:31,15778,15809,15.5,-0.7609999999999992,31.306,30.545,30.876,0.261,14.888,14.314,14.602,0.174
,on,21:31,21:38,15810,15823,6.5,0.22799999999999798,30.545,30.773,30.672,0.076,14.29,14.026,14.146,0.087
,off,21:38,22:15,15824,15898,37.0,-0.4039999999999999,30.798,30.394,30.561,0.092,14.002,12.63,13.284,0.399
,on,22:16,22:27,15899,15922,11.5,0.20200000000000173,30.394,30.596,30.501,0.06,12.606,12.147,12.378,0.14
,off,22:28,22:53,15923,15974,25.5,-0.7310000000000016,30.596,29.865,30.146,0.204,12.147,11.248,11.679,0.282
,on,22:54,23:01,15975,15989,7.0,0.30200000000000315,29.865,30.167,30.033,0.101,11.224,11.005,11.123,0.075
,off,23:01,23:04,15990,15995,2.5,-0.07499999999999929,30.192,30.117,30.138,0.037,10.98,10.932,10.96,0.024
,on,23:04,23:09,15996,16006,5.0,0.12599999999999767,30.117,30.243,30.195,0.043,10.907,10.712,10.81,0.061
,off,23:10,23:27,16007,16041,17.0,-0.5279999999999987,30.243,29.715,29.975,0.166,10.712,10.247,10.471,0.139
,on,23:27,23:42,16042,16071,14.5,0.4770000000000003,29.715,30.192,29.968,0.168,10.222,9.829,10.016,0.117
,off,23:42,23:52,16072,16092,10.0,-0.3769999999999989,30.192,29.815,30.022,0.122,9.829,9.608,9.7,0.076
,on,23:53,23:55,16093,16098,2.5,0.3019999999999996,29.815,30.117,29.958,0.113,9.608,9.509,9.558,0.035
,off,23:56,00:01,16099,16110,5.5,-0.3520000000000003,30.142,29.79,29.893,0.119,9.509,9.386,9.454,0.037
04/27/2018,on,00:02,00:04,16111,16115,2.0,0.07499999999999929,29.79,29.865,29.82,0.033,9.361,9.312,9.341,0.021
,off,00:04,00:08,16116,16124,4.0,-0.1999999999999993,29.89,29.69,29.751,0.079,9.287,9.188,9.249,0.037
,on,00:09,00:21,16125,16149,12.0,0.3009999999999984,29.69,29.991,29.838,0.101,9.163,8.866,9.014,0.099
,off,00:21,00:40,16150,16187,18.5,-1.0749999999999993,29.991,28.916,29.414,0.324,8.841,8.419,8.63,0.136
,on,00:40,00:50,16188,16208,10.0,0.4740000000000002,28.891,29.365,29.187,0.149,8.419,8.17,8.28,0.083
,off,00:51,00:53,16209,16214,2.5,-0.02499999999999858,29.365,29.34,29.348,0.013,8.145,8.095,8.128,0.02
,on,00:54,00:56,16215,16220,2.5,0.04899999999999949,29.34,29.389,29.365,0.022,8.07,8.02,8.053,0.02
,off,00:57,01:04,16221,16235,7.0,-0.04899999999999949,29.389,29.34,29.363,0.015,8.02,7.87,7.948,0.049
,on,01:04,01:09,16236,16245,4.5,0.5,29.34,29.84,29.555,0.181,7.845,7.77,7.82,0.026
,off,01:09,01:31,16246,16290,22.0,-0.5749999999999993,29.84,29.265,29.509,0.176,7.795,7.368,7.582,0.121
,on,01:32,01:40,16291,16307,8.0,0.3249999999999993,29.265,29.59,29.411,0.135,7.368,7.217,7.294,0.045
,off,01:40,02:14,16308,16376,34.0,-0.7489999999999988,29.615,28.866,29.18,0.272,7.217,6.611,6.908,0.176
,on,02:15,02:23,16377,16393,8.0,0.6739999999999995,28.866,29.54,29.196,0.236,6.611,6.458,6.529,0.057
,off,02:23,02:28,16394,16404,5.0,-0.3000000000000007,29.59,29.29,29.36,0.104,6.433,6.357,6.415,0.032
,on,02:29,02:34,16405,16415,5.0,0.0990000000000002,29.29,29.389,29.347,0.039,6.357,6.255,6.304,0.037
,off,02:34,02:38,16416,16423,3.5,-0.02400000000000091,29.389,29.365,29.38,0.012,6.255,6.204,6.226,0.021
,on,02:38,02:44,16424,16436,6.0,0.125,29.365,29.49,29.424,0.044,6.204,6.102,6.151,0.034
,off,02:45,02:52,16437,16451,7.0,-0.4499999999999993,29.49,29.04,29.223,0.157,6.102,6.102,6.107,0.011
,on,02:52,02:55,16452,16458,3.0,0.1999999999999993,29.065,29.265,29.165,0.074,6.077,6.0,6.037,0.029
,off,02:56,03:12,16459,16491,16.0,-0.8219999999999992,29.29,28.468,28.716,0.23,6.0,5.796,5.886,0.058
,on,03:12,03:24,16492,16516,12.0,1.0970000000000013,28.468,29.565,29.054,0.317,5.796,5.77,5.783,0.021
,off,03:25,03:33,16517,16533,8.0,-0.4250000000000007,29.54,29.115,29.266,0.128,5.77,5.693,5.743,0.031
,on,03:33,03:44,16534,16556,11.0,0.4499999999999993,29.14,29.59,29.388,0.141,5.693,5.591,5.632,0.034
,off,03:45,03:51,16557,16569,6.0,-0.3500000000000014,29.59,29.24,29.382,0.132,5.591,5.565,5.579,0.02
,on,03:51,03:59,16570,16585,7.5,0.40000000000000213,29.24,29.64,29.48,0.12,5.565,5.514,5.538,0.015
,off,03:59,04:10,16586,16607,10.5,-1.0229999999999997,29.64,28.617,28.949,0.341,5.514,5.437,5.483,0.025
,on,04:10,04:16,16608,16619,5.5,0.7719999999999985,28.617,29.389,28.958,0.287,5.462,5.462,5.477,0.013
,off,04:16,04:20,16620,16628,4.0,-0.1999999999999993,29.34,29.14,29.207,0.072,5.462,5.437,5.448,0.013
,on,04:21,04:36,16629,16659,15.0,0.32399999999999807,29.14,29.464,29.296,0.09,5.437,5.36,5.394,0.028
,off,04:36,04:48,16660,16683,11.5,-0.7729999999999997,29.49,28.717,29.121,0.261,5.36,5.411,5.395,0.017
,on,04:48,05:03,16684,16714,15.0,0.6969999999999992,28.742,29.439,29.177,0.204,5.411,5.385,5.388,0.009
,off,05:04,05:06,16715,16719,2.0,-0.07499999999999929,29.464,29.389,29.409,0.033,5.385,5.385,5.385,0.0
,on,05:06,05:10,16720,16727,3.5,0.10099999999999909,29.414,29.515,29.458,0.038,5.385,5.36,5.382,0.009
,off,05:10,05:14,16728,16736,4.0,-0.1509999999999998,29.54,29.389,29.448,0.052,5.385,5.385,5.379,0.011
,on,05:15,05:25,16737,16757,10.0,0.2259999999999991,29.414,29.64,29.561,0.066,5.385,5.334,5.363,0.017
,off,05:25,05:30,16758,16768,5.0,-0.25099999999999767,29.665,29.414,29.531,0.091,5.334,5.334,5.341,0.012
,on,05:31,05:35,16769,16778,4.5,0.2510000000000012,29.389,29.64,29.557,0.092,5.385,5.36,5.362,0.019
,off,05:36,05:44,16779,16795,8.0,-1.5180000000000007,29.64,28.122,28.781,0.517,5.334,5.282,5.308,0.023
,on,05:44,05:51,16796,16810,7.0,0.9930000000000021,28.147,29.14,28.694,0.321,5.282,5.282,5.282,0.0
,off,05:52,05:56,16811,16820,4.5,-0.5229999999999997,29.19,28.667,28.856,0.181,5.282,5.282,5.285,0.015
,on,05:57,06:20,16821,16867,23.0,0.8730000000000011,28.692,29.565,29.259,0.247,5.257,5.128,5.19,0.039
,off,06:20,06:28,16868,16884,8.0,-1.1709999999999994,29.59,28.419,28.918,0.389,5.128,5.179,5.158,0.013
,on,06:29,06:45,16885,16918,16.5,1.096,28.444,29.54,28.945,0.31,5.179,5.154,5.181,0.011
,off,06:46,06:54,16919,16935,8.0,-1.0970000000000013,29.59,28.493,28.982,0.33,5.154,5.102,5.131,0.018
,on,06:54,07:12,16936,16971,17.5,1.0470000000000006,28.493,29.54,29.13,0.313,5.102,4.973,5.043,0.046
,off,07:12,07:35,16972,17017,22.5,-3.3580000000000005,29.565,26.207,28.638,1.092,4.973,5.231,5.097,0.127
,on,07:35,07:59,17018,17066,24.0,3.008999999999997,26.231,29.24,28.001,0.822,5.231,5.411,5.247,0.08
,off,08:00,08:15,17067,17098,15.5,-4.124000000000002,29.14,25.016,27.761,1.541,5.411,5.77,5.615,0.168
,on,08:16,08:34,17099,17135,18.0,4.574999999999999,25.04,29.615,27.499,1.452,5.77,6.153,5.928,0.124
,off,08:34,08:38,17136,17143,3.5,-0.7740000000000009,29.59,28.816,29.1,0.309,6.255,6.484,6.42,0.079
,on,08:38,08:57,17144,17181,18.5,2.286999999999999,28.866,31.153,30.151,0.666,6.509,6.99,6.713,0.14
,off,08:57,09:07,17182,17201,9.5,-4.875,31.204,26.329,28.593,1.715,7.015,7.519,7.359,0.145
,on,09:07,09:33,17202,17254,26.0,4.8260000000000005,26.378,31.204,29.738,1.468,7.519,8.742,8.105,0.38
,off,09:34,09:37,17255,17262,3.5,-0.2029999999999994,31.179,30.976,31.042,0.087,8.792,8.99,8.897,0.07
,on,09:38,09:44,17263,17275,6.0,0.3550000000000004,30.976,31.331,31.144,0.108,9.015,9.262,9.123,0.084
,off,09:44,09:55,17276,17297,10.5,-3.803000000000001,31.357,27.554,29.505,1.298,9.386,10.001,9.717,0.175
,on,09:55,10:11,17298,17329,15.5,3.0169999999999995,27.579,30.596,29.232,0.969,10.075,11.029,10.498,0.253
,off,10:11,10:20,17330,17347,8.5,-2.3260000000000005,30.596,28.27,29.501,0.832,11.078,11.54,11.315,0.149
,on,10:20,10:36,17348,17379,15.5,2.5539999999999985,28.295,30.849,29.89,0.775,11.565,12.678,12.127,0.346
,off,10:36,10:43,17380,17394,7.0,-2.0090000000000003,30.9,28.891,29.844,0.729,12.727,13.161,12.995,0.132
,on,10:44,10:58,17395,17424,14.5,2.187999999999999,28.965,31.153,30.399,0.66,13.209,14.577,13.815,0.423
,off,10:59,11:06,17425,17440,7.5,-1.7880000000000003,31.103,29.315,30.213,0.641,14.673,15.652,15.184,0.311
,on,11:07,11:24,17441,17475,17.0,2.3739999999999988,29.34,31.714,30.749,0.757,15.724,16.749,16.387,0.303
,off,11:24,11:31,17476,17489,6.5,-1.5719999999999992,31.714,30.142,30.963,0.565,16.773,16.915,16.88,0.049
,on,11:31,11:48,17490,17523,16.5,2.628,30.192,32.82,31.776,0.779,16.915,16.844,16.862,0.043
,off,11:48,11:52,17524,17531,3.5,-0.15499999999999403,32.794,32.639,32.697,0.063,16.892,17.082,16.996,0.071
,on,11:52,11:58,17532,17543,5.5,0.3359999999999985,32.639,32.975,32.818,0.119,17.13,17.13,17.155,0.021
,off,11:58,12:02,17544,17551,3.5,-0.02499999999999858,32.949,32.924,32.94,0.013,17.106,17.034,17.076,0.025
,on,12:02,12:16,17552,17579,13.5,0.5450000000000017,32.924,33.469,33.272,0.178,17.034,16.749,16.854,0.098
,off,12:16,12:30,17580,17607,13.5,-4.179999999999996,33.495,29.315,31.613,1.48,16.749,16.915,16.889,0.071
,on,12:30,12:47,17608,17642,17.0,3.276,29.389,32.665,31.485,1.031,16.892,16.892,16.82,0.04
,off,12:48,12:50,17643,17648,2.5,-0.10300000000000153,32.639,32.536,32.57,0.045,16.939,17.034,16.991,0.035
,on,12:51,13:01,17649,17670,10.5,0.5690000000000026,32.562,33.131,32.84,0.208,17.034,17.082,17.07,0.018
,off,13:02,13:06,17671,17679,4.0,-0.1039999999999992,33.157,33.053,33.073,0.043,17.058,17.106,17.079,0.014
,on,13:06,13:09,17680,17685,2.5,0.07800000000000296,33.053,33.131,33.083,0.03,17.106,17.106,17.106,0.0
,off,13:09,13:15,17686,17698,6.0,-0.36299999999999955,33.131,32.768,32.898,0.123,17.13,17.153,17.135,0.01
,on,13:16,13:22,17699,17711,6.0,0.2849999999999966,32.768,33.053,32.904,0.09,17.13,17.034,17.08,0.023
,off,13:22,13:37,17712,17742,15.0,-4.882999999999999,33.079,28.196,30.679,1.625,17.011,16.939,17.028,0.073
,on,13:38,14:08,17743,17803,30.0,4.653999999999996,28.295,32.949,31.788,1.352,16.963,17.439,17.235,0.161
,off,14:08,14:15,17804,17817,6.5,-0.02499999999999858,32.949,32.924,32.935,0.016,17.415,17.51,17.471,0.037
,on,14:15,14:20,17818,17828,5.0,0.2850000000000037,32.924,33.209,33.058,0.09,17.51,17.629,17.581,0.04
,off,14:21,14:38,17829,17863,17.0,-4.886999999999997,33.157,28.27,30.863,1.609,17.653,17.701,17.69,0.015
,on,14:38,15:10,17864,17927,31.5,4.705999999999996,28.295,33.001,31.709,1.405,17.701,17.915,17.835,0.056
,off,15:10,15:21,17928,17950,11.0,-2.5070000000000014,33.027,30.52,31.98,0.875,17.915,17.867,17.896,0.029
,on,15:22,15:45,17951,17997,23.0,2.663999999999998,30.571,33.235,32.322,0.799,17.843,17.701,17.709,0.03
,off,15:45,15:50,17998,18007,4.5,0.0,33.209,33.209,33.212,0.008,17.724,17.796,17.777,0.027
,on,15:50,15:54,18008,18015,3.5,0.12999999999999545,33.209,33.339,33.255,0.048,17.796,17.796,17.796,0.0
,off,15:54,16:12,18016,18052,18.0,-5.734000000000002,33.313,27.579,30.727,1.902,17.796,17.582,17.765,0.081
,on,16:13,16:38,18053,18103,25.0,5.165999999999997,27.628,32.794,31.139,1.483,17.558,17.177,17.371,0.113
,off,16:38,16:44,18104,18115,5.5,-0.026000000000003354,32.768,32.742,32.781,0.032,17.177,17.249,17.221,0.027
,on,16:44,16:47,18116,18121,2.5,0.07800000000000296,32.794,32.872,32.824,0.03,17.225,17.201,17.221,0.01
,off,16:47,17:01,18122,18149,13.5,-4.082000000000004,32.898,28.816,30.919,1.376,17.201,17.153,17.226,0.044
,on,17:01,17:26,18150,18199,24.5,3.6439999999999984,28.866,32.51,31.333,1.097,17.153,17.011,17.077,0.066
,off,17:26,17:39,18200,18226,13.0,-3.0199999999999996,32.51,29.49,31.162,1.077,16.987,16.82,16.959,0.078
,on,17:40,18:07,18227,18282,27.5,3.125,29.54,32.665,31.793,0.931,16.82,16.487,16.692,0.087
,off,18:08,18:27,18283,18321,19.0,-3.424000000000003,32.639,29.215,31.619,1.221,16.487,16.487,16.511,0.023
,on,18:27,18:49,18322,18365,21.5,3.246000000000002,29.29,32.536,31.427,0.931,16.463,15.986,16.236,0.14
,off,18:49,18:53,18366,18374,4.0,-0.3860000000000028,32.484,32.098,32.261,0.168,15.986,16.01,16.01,0.012
,on,18:54,19:00,18375,18388,6.5,0.46300000000000097,32.124,32.587,32.368,0.156,15.986,15.891,15.917,0.037
,off,19:01,19:14,18389,18415,13.0,-4.541,32.613,28.072,30.385,1.491,15.867,15.748,15.84,0.055
,on,19:14,19:31,18416,18450,17.0,3.6169999999999973,28.097,31.714,30.077,1.042,15.724,15.438,15.637,0.087
,off,19:32,19:38,18451,18463,6.0,-1.2449999999999974,31.74,30.495,30.975,0.466,15.485,15.461,15.5,0.027
,on,19:38,19:50,18464,18488,12.0,1.1679999999999993,30.495,31.663,31.13,0.358,15.485,15.151,15.289,0.104
,off,19:51,19:53,18489,18493,2.0,-0.05100000000000193,31.663,31.612,31.617,0.033,15.175,15.127,15.161,0.021
,on,19:53,19:57,18494,18501,3.5,0.07699999999999818,31.637,31.714,31.679,0.033,15.103,14.96,15.029,0.06
,off,19:57,20:09,18502,18525,11.5,-0.1529999999999987,31.714,31.561,31.637,0.058,14.936,14.697,14.817,0.073
,on,20:09,20:17,18526,18541,7.5,0.20400000000000063,31.561,31.765,31.649,0.063,14.697,14.505,14.601,0.063
,off,20:17,20:28,18542,18564,11.0,-0.2809999999999988,31.765,31.484,31.591,0.086,14.505,14.314,14.419,0.055
,on,20:29,20:46,18565,18600,17.5,0.357999999999997,31.51,31.868,31.708,0.122,14.314,13.978,14.133,0.089
,off,20:47,20:49,18601,18605,2.0,0.0,31.868,31.868,31.868,0.0,13.978,13.93,13.949,0.02
,on,20:49,20:52,18606,18612,3.0,0.02500000000000213,31.868,31.893,31.886,0.012,13.93,13.858,13.899,0.027
,off,20:53,21:00,18613,18627,7.0,-0.20500000000000185,31.919,31.714,31.833,0.084,13.858,13.786,13.816,0.021
,on,21:00,21:03,18628,18633,2.5,0.05100000000000193,31.714,31.765,31.748,0.021,13.762,13.714,13.738,0.021
,off,21:03,21:05,18634,18638,2.0,0.0259999999999998,31.765,31.791,31.775,0.014,13.69,13.666,13.68,0.013
,on,21:06,21:14,18639,18656,8.5,0.2309999999999981,31.765,31.996,31.893,0.076,13.642,13.497,13.581,0.047
,off,21:15,21:28,18657,18684,13.5,-0.4859999999999971,31.996,31.51,31.667,0.137,13.497,13.353,13.42,0.069
,on,21:29,21:43,18685,18714,14.5,0.3829999999999991,31.51,31.893,31.741,0.121,13.329,13.064,13.194,0.082
,off,21:44,22:06,18715,18760,22.5,-0.23000000000000043,31.893,31.663,31.848,0.085,13.064,12.751,12.892,0.088
,on,22:07,22:12,18761,18771,5.0,0.1269999999999989,31.689,31.816,31.758,0.048,12.727,12.654,12.696,0.029
,off,22:12,22:48,18772,18843,35.5,-0.7129999999999974,31.816,31.103,31.556,0.198,12.63,12.147,12.382,0.139
,on,22:48,23:07,18844,18881,18.5,0.5089999999999968,31.103,31.612,31.409,0.149,12.147,11.953,12.065,0.06
,off,23:07,23:35,18882,18937,27.5,-0.3569999999999993,31.612,31.255,31.408,0.146,11.953,11.613,11.793,0.103
,on,23:35,23:40,18938,18948,5.0,0.07600000000000051,31.255,31.331,31.297,0.028,11.613,11.516,11.565,0.027
,off,23:41,23:55,18949,18978,14.5,-0.5329999999999977,31.357,30.824,31.127,0.156,11.516,11.37,11.417,0.057
,on,23:56,00:12,18979,19011,16.0,0.7629999999999981,30.849,31.612,31.187,0.244,11.37,11.078,11.23,0.079
04/28/2018,off,00:12,00:20,19012,19027,7.5,0.05099999999999838,31.561,31.612,31.578,0.02,11.078,10.956,11.014,0.038
,on,00:20,00:25,19028,19037,4.5,0.10200000000000031,31.612,31.714,31.648,0.039,10.98,10.858,10.917,0.04
,off,00:25,00:27,19038,19042,2.0,-0.05099999999999838,31.714,31.663,31.678,0.023,10.858,10.834,10.858,0.017
,on,00:28,00:31,19043,19050,3.5,0.05099999999999838,31.663,31.714,31.692,0.021,10.834,10.761,10.798,0.023
,off,00:32,00:53,19051,19093,21.0,-0.2809999999999988,31.714,31.433,31.61,0.123,10.761,10.467,10.611,0.087
,on,00:53,00:58,19094,19104,5.0,0.1529999999999987,31.433,31.586,31.531,0.053,10.467,10.418,10.441,0.013
,off,00:59,01:08,19105,19124,9.5,-0.254999999999999,31.586,31.331,31.436,0.088,10.418,10.345,10.378,0.027
,on,01:09,01:15,19125,19137,6.0,0.12700000000000244,31.357,31.484,31.422,0.042,10.345,10.296,10.315,0.02
,off,01:15,01:18,19138,19144,3.0,-0.12700000000000244,31.484,31.357,31.411,0.056,10.296,10.296,10.296,0.0
,on,01:19,01:22,19145,19151,3.0,0.05099999999999838,31.382,31.433,31.404,0.018,10.271,10.247,10.254,0.012
,off,01:22,01:30,19152,19167,7.5,-0.15200000000000102,31.433,31.281,31.296,0.069,10.247,10.198,10.238,0.022
,on,01:30,01:33,19168,19173,2.5,0.07600000000000051,31.255,31.331,31.293,0.035,10.222,10.198,10.21,0.013
,off,01:33,01:45,19174,19198,12.0,-0.07600000000000051,31.331,31.255,31.285,0.031,10.198,10.1,10.155,0.028
,on,01:46,01:49,19199,19206,3.5,0.05100000000000193,31.255,31.306,31.284,0.021,10.1,10.1,10.1,0.0
,off,01:50,02:01,19207,19230,11.5,-0.4819999999999993,31.331,30.849,31.079,0.14,10.075,10.075,10.092,0.014
,on,02:02,02:17,19231,19262,15.5,0.5850000000000009,30.874,31.459,31.192,0.174,10.075,9.952,10.021,0.043
,off,02:18,02:24,19263,19275,6.0,-0.2289999999999992,31.459,31.23,31.324,0.091,9.928,9.854,9.909,0.025
,on,02:24,02:35,19276,19298,11.0,0.2289999999999992,31.23,31.459,31.354,0.073,9.854,9.706,9.776,0.05
,off,02:36,02:42,19299,19311,6.0,-0.3559999999999981,31.459,31.103,31.273,0.134,9.682,9.632,9.67,0.024
,on,02:42,02:47,19312,19321,4.5,0.3309999999999995,31.128,31.459,31.316,0.111,9.608,9.534,9.568,0.027
,off,02:47,02:51,19322,19329,3.5,-0.33100000000000307,31.484,31.153,31.306,0.141,9.509,9.46,9.488,0.02
,on,02:51,02:55,19330,19338,4.0,0.07699999999999818,31.204,31.281,31.25,0.031,9.46,9.41,9.432,0.023
,off,02:56,03:01,19339,19349,5.0,-0.5839999999999996,31.306,30.722,30.992,0.234,9.41,9.361,9.401,0.023
,on,03:01,03:16,19350,19379,14.5,0.7109999999999985,30.748,31.459,31.153,0.223,9.361,9.089,9.211,0.076
,off,03:16,03:21,19380,19389,4.5,-0.20400000000000063,31.459,31.255,31.339,0.081,9.089,9.04,9.067,0.018
,on,03:21,03:29,19390,19406,8.0,0.20300000000000296,31.281,31.484,31.369,0.07,9.015,8.916,8.96,0.038
,off,03:30,03:48,19407,19443,18.0,-0.6350000000000016,31.484,30.849,31.097,0.185,8.891,8.717,8.837,0.069
,on,03:48,03:59,19444,19466,11.0,0.2029999999999994,30.849,31.052,30.955,0.065,8.717,8.593,8.639,0.037
,off,04:00,04:03,19467,19473,3.0,-0.07600000000000051,31.077,31.001,31.019,0.032,8.593,8.568,8.586,0.012
,on,04:03,04:07,19474,19482,4.0,0.05099999999999838,31.001,31.052,31.032,0.021,8.568,8.519,8.551,0.017
,off,04:08,04:19,19483,19505,11.0,-0.532,31.077,30.545,30.743,0.188,8.519,8.469,8.505,0.024
,on,04:19,04:32,19506,19532,13.0,0.379999999999999,30.545,30.925,30.751,0.118,8.444,8.319,8.373,0.043
,off,04:33,04:51,19533,19569,18.0,-0.6069999999999993,30.925,30.318,30.652,0.187,8.319,8.195,8.271,0.038
,on,04:51,04:54,19570,19576,3.0,0.05099999999999838,30.318,30.369,30.34,0.018,8.195,8.17,8.181,0.013
